id,name,overall_score,weight,thickness,height,width,volume,resolution,pixel_density,screen_size,gorilla_glass_version,refresh_rate,luminance,contrast_ratio,gpu_clock_speed,ram_speed,cpu_speed,cpu_threads,megapixels__main_camera,megapixels__front_camera,pixel_size__main_camera,video_recording__main_camera,wide_aperture__main_camera,number_of_microphones,battery_power,download_speed,waterproof_depth_rating,ingress_protection__ip__rating,battery_life,directx_version,ram,maximum_light_sensitivity,response_time,lowest_potential_operating_temperature,maximum_operating_temperature,emojis_available,usb_version,openvg_version,upload_speed,field_of_view,floating_point_performance,gpu_memory_speed,front_end_width,pixel_rate,bits_executed_at_a_time,warranty_period,opengl_version,exposure_time,maximum_memory_bandwidth,opencl_version,opengl_es_version,internal_storage,semiconductor_size,power_on_delay,number_of_flash_leds,bluetooth_version,maximum_amount_of_external_memory_supported,antutu_benchmark_score,memory_bandwidth,minimum_focal_length,vfp_version,optical_zoom,wide_aperture__front_camera,geekbench_result,continuous_shooting_at_high_resolution,charge_time,movie_bitrate,included_sd_card__memory_size,maximum_focal_length,more_languages_supported,body_sar__us,head_sar__us,head_sar__eu,shutter_lag
45,Samsung Galaxy Note 10 Plus 5G,92,196g,7.9mm,162.3mm,,,1440 x 3040px,498ppi,"6.8""",6,,,,702MHz (Samsung Exynos 9825),2093MHz (Samsung Exynos 9825),2 x 2.73GHz & 2 x 2.31GHz & 4 x 1.95GHz (Samsung Exynos 9825),,12MP & 12MP & 16MP & 0.3MP,10MP,1.4µm & 1µm & 1µm,2160 x 60fps,f/1.5 & f/2.1 & f/2.2,3,4300mAh,2048MBits/s,1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Samsung Galaxy S20 Plus 5G 256GB,90,188g,7.8mm,161.9mm,,,1440 x 3200px,525ppi,"6.7""",6,,,,,,2 x 2.7GHz & 4 x 2.4GHz & 2 x 1.95GHz (Samsung Exynos 990),,64MP & 12MP & 12MP & 0.3MP,10MP,,4320 x 24fps,f/2 & f/1.8 & f/2.2 & f/2.2,2,4500mAh,2000MBits/s,1.5m,,,,12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Samsung Galaxy Note 10 Plus (Qualcomm Snapdragon 855),92,196g,7.9mm,162.3mm,,,1440 x 3040px,498ppi,"6.8""",6,,,,702MHz (Samsung Exynos 9825),2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),12MP & 12MP & 16MP & 0.3MP,10MP,1.4µm & 1µm & 1µm,2160 x 60fps,f/1.5 & f/2.1 & f/2.2,3,4300mAh,2048MBits/s,1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Samsung Galaxy Note 10 Plus,92,196g,7.9mm,162.3mm,77.2mm,98.98cm³,1440 x 3040px,498ppi,"6.8""",6,,,,702MHz (Samsung Exynos 9825),2093MHz (Samsung Exynos 9825),2 x 2.73GHz & 2 x 2.31GHz & 4 x 1.95GHz (Samsung Exynos 9825),,12MP & 12MP & 16MP & 0.3MP,10MP,1.4µm & 1µm & 1µm,2160 x 60fps,f/1.5 & f/2.1 & f/2.2,3,4300mAh,2048MBits/s,1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sony Xperia 1 Dual SIM,92,178g,8.2mm,167mm,,,1644 x 3840px,643ppi,"6.5""",6,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),,8MP,1.4µm & 1µm & 1µm,2160 x 30fps,f/1.6 & f/2.4 & f/2.4,2,3330mAh,1600MBits/s,1.5m,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sony Xperia 1 64GB,92,178g,8.2mm,167mm,,,1644 x 3840px,643ppi,"6.5""",6,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),,8MP,1.4µm & 1µm & 1µm,2160 x 30fps,f/1.6 & f/2.4 & f/2.4,2,3330mAh,1600MBits/s,1.5m,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Sony Xperia 1,92,178g,8.2mm,167mm,,,1644 x 3840px,643ppi,"6.5""",6,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),,8MP,1.4µm & 1µm & 1µm,2160 x 30fps,f/1.6 & f/2.4 & f/2.4,2,3330mAh,1600MBits/s,1.5m,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,OnePlus 7 Pro 5G,92,206g,8.8mm,162.6mm,76mm,108.75cm³,1440 x 3120px,516ppi,"6.67""",5,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),48MP & 16MP & 8MP,16MP,1.6µm & 1µm & 0.8µm,2160 x 60fps,f/1.6 & f/2.2 & f/2.4,2,4000mAh,2000MBits/s,,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,OnePlus 7 Pro (256GB / 8GB RAM),92,206g,8.8mm,162.6mm,76mm,108.75cm³,1440 x 3120px,516ppi,"6.67""",5,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),48MP & 16MP & 8MP,16MP,1.6µm & 1µm & 0.8µm,2160 x 60fps,f/1.6 & f/2.2 & f/2.4,2,4000mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,OnePlus 7 Pro (128GB / 6GB RAM),92,206g,8.8mm,162.6mm,76mm,108.75cm³,1440 x 3120px,516ppi,"6.67""",5,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),48MP & 16MP & 8MP,16MP,1.6µm & 1µm & 0.8µm,2160 x 60fps,f/1.6 & f/2.2 & f/2.4,2,4000mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,OnePlus 7 Pro,92,206g,8.8mm,162.6mm,76mm,108.75cm³,1440 x 3120px,516ppi,"6.67""",5,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),48MP & 16MP & 8MP,16MP,1.6µm & 1µm & 0.8µm,2160 x 60fps,f/1.6 & f/2.2 & f/2.4,2,4000mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Huawei Mate 30 Pro,92,198g,8.8mm,158.1mm,,,1176 x 2400px,409ppi,"6.53""",6,,,,,2133MHz (Huawei Kirin 990 5G),2 x 2.86GHz & 2 x 2.36GHz & 4 x 1.95GHz (Huawei Kirin 990 5G),8 (Huawei Kirin 990 5G),40MP & 40MP & 8MP,32MP,,2160 x 60fps,f/1.6 & f/1.8 & f/2.2,2,4500mAh,2000MBits/s,2m,,,12 (Huawei Kirin 990 5G),,51200 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Huawei Mate 20 Pro,92,189g,8.6mm,157.8mm,,,1440 x 3120px,538ppi,"6.39""",5,,,,720MHz (Huawei Kirin 980),2133MHz (Huawei Kirin 980),2 x 2.6GHz & 2 x 1.92GHz & 4 x 1.8GHz (Huawei Kirin 980),8 (Huawei Kirin 980),40MP & 20MP & 8MP,24MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4,3,4200mAh,1200MBits/s,2m,,24h,12 (Huawei Kirin 980),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Sony Xperia 5 Dual SIM,92,164g,8.2mm,158mm,,,1080 x 2520px,449ppi,"6.1""",6,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),12MP & 12MP & 12MP,8MP,1.4µm & 1µm & 1µm,2160 x 30fps,f/1.6 & f/2.4 & f/2.4,2,3140mAh,1600MBits/s,1.5m,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Sony Xperia 5,92,164g,8.2mm,158mm,,,1080 x 2520px,449ppi,"6.1""",6,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),12MP & 12MP & 12MP,8MP,1.4µm & 1µm & 1µm,2160 x 30fps,f/1.6 & f/2.4 & f/2.4,2,3140mAh,1600MBits/s,1.5m,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Samsung Galaxy Fold 5G,92,276g,7.6mm,160.9mm,117.9mm,,1536 x 2152px,362ppi,"7.3""",5,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.41GHz & 4 x 1.78GHz,8 (Qualcomm Snapdragon 855),16MP & 12MP & 12MP,10MP & 8MP,1µm & 1.4µm & 1µm,2160 x 60fps,f/2.2 & f/1.5 & f/2.4,2,4235mAh,2048MBits/s,,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Samsung Galaxy Fold,92,276g,7.6mm,160.9mm,117.9mm,,1536 x 2152px,362ppi,"7.3""",5,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.41GHz & 4 x 1.78GHz,8 (Qualcomm Snapdragon 855),16MP & 12MP & 12MP,10MP & 8MP,1µm & 1.4µm & 1µm,2160 x 60fps,f/2.2 & f/1.5 & f/2.4,2,4380mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Oppo Find X2 Pro,92,207g,8.8mm,165.2mm,74.4mm,108.16cm³,1440 x 3168px,513ppi,"6.7""",6,,,,587MHz (Qualcomm Snapdragon 865),2750MHz (Qualcomm Snapdragon 865),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 865),8 (Qualcomm Snapdragon 865),48MP & 48MP & 13MP,32MP,1.12µm & 0.8µm & 1µm,2160 x 60fps,f/1.7 & f/2.2 & f/3,2,4260mAh,2000MBits/s,1.5m,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Huawei P40 Pro Plus,92,209g,8.95mm,158.2mm,,,1200 x 2640px,441ppi,"6.58""",6,,,,,2133MHz (Huawei Kirin 990 5G),2 x 2.86GHz & 2 x 2.36GHz & 4 x 1.95GHz (Huawei Kirin 990 5G),8 (Huawei Kirin 990 5G),50MP & 40MP & 8MP & 8MP,32MP,,2160 x 60fps,f/1.9 & f/1.8 & f/4.4 & f/2.4,3,4200mAh,2300MBits/s (Huawei Kirin 990 5G),2m,,,12 (Huawei Kirin 990 5G),,409600 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,LG V50 ThinQ 5G,91,183g,8.3mm,159.2mm,,,1440 x 3120px,537ppi,"6.4""",5,,,,,2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),16MP & 12MP & 12MP,8MP & 5MP,1µm & 1.4µm & 1µm,2160 x 60fps,f/1.9 & f/1.5 & f/2.4,2,4000mAh,1200MBits/s,1.5m,,,12 (Qualcomm Snapdragon 855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Huawei P40 Pro,91,209g,8.95mm,158.2mm,,,1200 x 2640px,441ppi,"6.58""",6,,,,,2133MHz (Huawei Kirin 990 5G),2 x 2.86GHz & 2 x 2.36GHz & 4 x 1.95GHz (Huawei Kirin 990 5G),8 (Huawei Kirin 990 5G),50MP & 40MP & 12MP,32MP,,2160 x 60fps,f/1.9 & f/1.8 & f/3.4,3,4200mAh,2300MBits/s (Huawei Kirin 990 5G),2m,,,12 (Huawei Kirin 990 5G),,409600 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Huawei Mate 30,91,196g,,,,,1080 x 2340px,381ppi,"6.62""",,,,,,2133MHz (Huawei Kirin 990 5G),2 x 2.86GHz & 2 x 2.36GHz & 4 x 1.95GHz (Huawei Kirin 990 5G),8 (Huawei Kirin 990 5G),40MP & 16MP & 8MP,24MP,,2160 x 60fps,f/1.8 & f/2.2 & f/2.2,2,4200mAh,2000MBits/s,2m,68,,12 (Huawei Kirin 990 5G),,204800 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Samsung Galaxy Note 9 (Qualcomm Snapdragon 845) 128GB,91,201g,8.8mm,161.9mm,76.4mm,108.85cm³,1440 x 2960px,514ppi,"6.4""",5,,,,710MHz (Qualcomm Snapdragon 845),1866MHz (Qualcomm Snapdragon 845),4 x 2.8GHz & 4 x 1.77GHz (Qualcomm Snapdragon 845),8 (Qualcomm Snapdragon 845),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,4000mAh,1200MBits/s (Qualcomm Snapdragon 845),,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Samsung Galaxy Note 9 (Qualcomm Snapdragon 845),91,201g,8.8mm,161.9mm,76.4mm,108.85cm³,1440 x 2960px,514ppi,"6.4""",5,,,,710MHz (Qualcomm Snapdragon 845),1866MHz (Qualcomm Snapdragon 845),4 x 2.8GHz & 4 x 1.77GHz (Qualcomm Snapdragon 845),8 (Qualcomm Snapdragon 845),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,4000mAh,1200MBits/s (Qualcomm Snapdragon 845),,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Samsung Galaxy Note 9 128GB,91,201g,8.8mm,161.9mm,76.4mm,108.85cm³,1440 x 2960px,514ppi,"6.4""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.9GHz & 4 x 1.9GHz (Samsung Exynos 9810),8 (Samsung Exynos 9810),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,4000mAh,1200MBits/s (Samsung Exynos 9810),,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Samsung Galaxy Note 9,91,201g,8.8mm,161.9mm,76.4mm,,1440 x 2960px,514ppi,"6.4""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.9GHz & 4 x 1.9GHz (Samsung Exynos 9810),8 (Samsung Exynos 9810),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,4000mAh,1200MBits/s (Samsung Exynos 9810),,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,OnePlus 7T Pro,91,206g,8.8mm,162.6mm,75.9mm,,1440 x 3120px,516ppi,"6.67""",6,,,,,2133MHz (Qualcomm Snapdragon 855 Plus),1 x 2.96GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855 Plus),8 (Qualcomm Snapdragon 855 Plus),48MP & 16MP & 8MP,16MP,0.8µm & 1µm & 1µm,2160 x 60fps,f/1.6 & f/2.2 & f/2.4,2,4085mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855 Plus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Samsung Galaxy S9 Plus Dual SIM 64GB,91,189g,8.5mm,158.1mm,,,1440 x 2960px,529ppi,"6.2""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.7GHz & 4 x 1.7GHz,8 (Samsung Exynos 9810),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,3500mAh,1200MBits/s (Samsung Exynos 9810),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Samsung Galaxy S9 Plus 64GB,91,189g,8.5mm,158.1mm,,,1440 x 2960px,529ppi,"6.2""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.7GHz & 4 x 1.7GHz,8 (Samsung Exynos 9810),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,3500mAh,1200MBits/s (Samsung Exynos 9810),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Samsung Galaxy S9 Plus Dual SIM,91,189g,8.5mm,158.1mm,,,1440 x 2960px,529ppi,"6.2""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.7GHz & 4 x 1.7GHz,8 (Samsung Exynos 9810),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,3500mAh,1200MBits/s (Samsung Exynos 9810),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Samsung Galaxy S9 Plus (Qualcomm Snapdragon 845),91,189g,8.5mm,158.1mm,,,1440 x 2960px,529ppi,"6.2""",5,,,,710MHz (Qualcomm Snapdragon 845),1866MHz (Qualcomm Snapdragon 845),4 x 2.7GHz & 4 x 1.7GHz,8 (Qualcomm Snapdragon 845),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,3500mAh,1200MBits/s (Qualcomm Snapdragon 845),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Samsung Galaxy S9 Plus,91,189g,8.5mm,158.1mm,,,1440 x 2960px,529ppi,"6.2""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.7GHz & 4 x 1.7GHz,8 (Samsung Exynos 9810),12MP & 12MP,8MP,1.4µm & 1µm,2160 x 60fps,f/2.4 & f/1.5,2,3500mAh,1200MBits/s (Samsung Exynos 9810),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,OnePlus 7T Pro McLaren Edition,91,206g,8.8mm,162.6mm,75.9mm,,1440 x 3120px,516ppi,"6.67""",6,,,,,2133MHz (Qualcomm Snapdragon 855 Plus),1 x 2.96GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855 Plus),8 (Qualcomm Snapdragon 855 Plus),48MP & 16MP & 8MP,16MP,0.8µm & 1µm & 1µm,2160 x 60fps,f/1.6 & f/2.2 & f/2.4,2,4085mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855 Plus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Samsung Galaxy S20 Plus 5G 128GB,90,188g,7.8mm,161.9mm,,,1440 x 3200px,525ppi,"6.7""",6,,,,,,2 x 2.7GHz & 4 x 2.4GHz & 2 x 1.95GHz (Samsung Exynos 990),,64MP & 12MP & 12MP & 0.3MP,10MP,,4320 x 24fps,f/2 & f/1.8 & f/2.2 & f/2.2,2,4500mAh,2000MBits/s,1.5m,,,,12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Samsung Galaxy S20 Plus 5G,90,188g,7.8mm,161.9mm,73.7mm,93.07cm³,1440 x 3200px,525ppi,"6.7""",6,,,,,,2 x 2.7GHz & 4 x 2.4GHz & 2 x 1.95GHz (Samsung Exynos 990),,64MP & 12MP & 12MP & 0.3MP,10MP,,4320 x 24fps,f/2 & f/1.8 & f/2.2 & f/2.2,2,4500mAh,2000MBits/s,1.5m,68,,,12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Samsung Galaxy S9 Dual SIM,90,163g,8.5mm,147.7mm,68.7mm,86.25cm³,1440 x 2960px,570ppi,"5.8""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.9GHz & 4 x 1.9GHz (Samsung Exynos 9810),8 (Samsung Exynos 9810),12MP,8MP,1.4µm,2160 x 60fps,f/1.50,2,3000mAh,1200MBits/s (Samsung Exynos 9810),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Samsung Galaxy S9 (Qualcomm Snapdragon 845),90,163g,8.5mm,147.7mm,,,1440 x 2960px,570ppi,"5.8""",5,,,,710MHz (Qualcomm Snapdragon 845),1866MHz (Qualcomm Snapdragon 845),4 x 2.8GHz & 4 x 1.77GHz (Qualcomm Snapdragon 845),8 (Qualcomm Snapdragon 845),12MP,8MP,1.4µm,2160 x 60fps,f/1.50,2,3000mAh,1200MBits/s (Qualcomm Snapdragon 845),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Samsung Galaxy S9,90,163g,8.5mm,147.7mm,,,1440 x 2960px,570ppi,"5.8""",5,,,,572MHz (Samsung Exynos 9810),1800MHz (Samsung Exynos 9810),4 x 2.9GHz & 4 x 1.9GHz (Samsung Exynos 9810),8 (Samsung Exynos 9810),12MP,8MP,1.4µm,2160 x 60fps,f/1.50,2,3000mAh,1200MBits/s (Samsung Exynos 9810),1.5m,,24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Xiaomi Redmi K30 Pro Zoom,89,218g,8.9mm,163.3mm,75.4mm,109.58cm³,1080 x 2400px,395ppi,"6.67""",5,,,,587MHz (Qualcomm Snapdragon 865),2750MHz (Qualcomm Snapdragon 865),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 865),8 (Qualcomm Snapdragon 865),64MP & 13MP & 8MP & 2MP,20MP,0.8µm & 1.12µm & 1µm & 1.75µm,4320 x 30fps,f/1.9 & f/2.2 & f/2.2 & f/2.4,2,4700mAh,2000MBits/s (Qualcomm Snapdragon 865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,LG G7 ThinQ,89,162g,7.9mm,153.2mm,,,1440 x 3120px,564ppi,"6.1""",5,,,,710MHz (Qualcomm Snapdragon 845),1866MHz (Qualcomm Snapdragon 845),4 x 2.8GHz & 4 x 1.77GHz (Qualcomm Snapdragon 845),8 (Qualcomm Snapdragon 845),16MP & 16MP,8MP,,2160 x 60fps,f/1.9 & f/1.6,2,3000mAh,1200MBits/s (Qualcomm Snapdragon 845),1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Samsung Galaxy S10e (Qualcomm Snapdragon 855) 128GB,89,150g,7.9mm,142.2mm,,,1080 x 2280px,438ppi,"5.8""",5,,,,600MHz (Samsung Exynos 9820),2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),16MP & 12MP,10MP,1.4µm,2160 x 60fps,f/2.4 & f/2.2,2,3100mAh,2000MBits/s (Qualcomm Snapdragon 855),1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Samsung Galaxy S10e (Qualcomm Snapdragon 855),89,150g,7.9mm,142.2mm,69.9mm,78.52cm³,1080 x 2280px,438ppi,"5.8""",5,,,,600MHz (Samsung Exynos 9820),2133MHz (Qualcomm Snapdragon 855),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855),8 (Qualcomm Snapdragon 855),16MP & 12MP,10MP,1.4µm,2160 x 60fps,f/2.4 & f/2.2,2,3100mAh,2000MBits/s (Qualcomm Snapdragon 855),1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Samsung Galaxy S10e,89,150g,7.9mm,142.2mm,69.9mm,78.52cm³,1080 x 2280px,438ppi,"5.8""",5,,,,600MHz (Samsung Exynos 9820),1800MHz (Samsung Exynos 9820),2 x 2.7GHz & 2 x 2.3GHz & 4 x 1.9GHz (Samsung Exynos 9820),8 (Samsung Exynos 9820),16MP & 12MP,10MP,1.4µm,2160 x 60fps,f/2.4 & f/2.2,2,3100mAh,2000MBits/s (Samsung Exynos 9820),1.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Huawei Mate 20 X 5G,89,233g,8.4mm,174.6mm,85.4mm,,1080 x 2244px,346ppi,"7.2""",5,,,,720MHz (Huawei Kirin 980),2133MHz (Huawei Kirin 980),2 x 2.6GHz & 2 x 1.92GHz & 4 x 1.8GHz (Huawei Kirin 980),8 (Huawei Kirin 980),40MP & 20MP & 8MP,24MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4,3,4200mAh,2000MBits/s,,,,12 (Huawei Kirin 980),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Huawei Mate 20 X,89,232g,8.15mm,174.6mm,85.4mm,,1080 x 2244px,346ppi,"7.2""",5,,,,720MHz (Huawei Kirin 980),2133MHz (Huawei Kirin 980),2 x 2.6GHz & 2 x 1.92GHz & 4 x 1.8GHz (Huawei Kirin 980),8 (Huawei Kirin 980),40MP & 20MP & 8MP,24MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4,3,5000mAh,1200MBits/s,,,,12 (Huawei Kirin 980),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Xiaomi Redmi K30 Pro Zoom (256GB / 8GB RAM),89,218g,8.9mm,163.3mm,75.4mm,109.58cm³,1080 x 2400px,395ppi,"6.67""",5,,,,587MHz (Qualcomm Snapdragon 865),2750MHz (Qualcomm Snapdragon 865),1 x 2.84GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 865),8 (Qualcomm Snapdragon 865),64MP & 13MP & 8MP & 2MP,20MP,0.8µm & 1.12µm & 1µm & 1.75µm,4320 x 30fps,f/1.9 & f/2.2 & f/2.2 & f/2.4,2,4700mAh,2000MBits/s (Qualcomm Snapdragon 865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
